wort;übersetzung;wortart;niveau;thema
watch;anschauen / Uhr;v., n.;A1;
water;Wasser;n.;A1;
way;Weg / Art;n.;A1;
we;wir;pron.;A1;
wear;tragen (Kleidung);v.;A1;
weather;Wetter;n.;A1;
website;Webseite;n.;A1;
Wednesday;Mittwoch;n.;A1;
week;Woche;n.;A1;
weekend;Wochenende;n.;A1;
welcome;willkommen;exclam., v., adj.;A1;
well;gut / nun;adv., adj., exclam.;A1;
west;Westen;n., adj., adv.;A1;
when;wann / wenn;adv., pron., conj.;A1;
where;wo / wohin;adv., conj.;A1;
white;weiß;adj., n.;A1;
who;wer;pron.;A1;
why;warum;adv.;A1;
wife;Ehefrau;n.;A1;
will;werden (Futur);modal v.;A1;
win;gewinnen;v.;A1;
window;Fenster;n.;A1;
wine;Wein;n.;A1;
winter;Winter;n.;A1;
with;mit;prep.;A1;
without;ohne;prep.;A1;
woman;Frau;n.;A1;
wonderful;wunderbar;adj.;A1;
word;Wort;n.;A1;
work;arbeiten / Arbeit;v., n.;A1;
worker;Arbeiter:in;n.;A1;
world;Welt;n.;A1;
would;würde;modal v.;A1;
write;schreiben;v.;A1;
writer;Schriftsteller:in;n.;A1;
writing;Schrift / Schreiben;n.;A1;
wrong;falsch;adj.;A1;
yeah;ja (umgangssprachlich);exclam.;A1;
year;Jahr;n.;A1;
yellow;gelb;adj., n.;A1;
yes;ja;exclam.;A1;
yesterday;gestern;adv., n.;A1;
you;du / Sie;pron.;A1;
young;jung;adj.;A1;
your;dein / Ihr;det.;A1;
yourself;dich selbst;pron.;A1;
